7.276636713484784247e-01,-4.714492604956109223e-01,1.000000000000000000e+00
1.785634379925090887e+00,1.001155872885091946e-01,1.000000000000000000e+00
1.786886306439224859e+00,-3.325182280322030448e-01,1.000000000000000000e+00
1.758833922612062395e+00,4.280154398514213199e-02,1.000000000000000000e+00
1.496682123359691086e-01,8.964042405427643523e-01,0.000000000000000000e+00
-8.443056665661816673e-01,5.744241605925974881e-01,0.000000000000000000e+00
5.279898420716008789e-02,2.744602949139485215e-01,1.000000000000000000e+00
3.174320440201659765e-02,2.519437979179185438e-01,1.000000000000000000e+00
1.902022668962301211e+00,4.130460292547779577e-01,1.000000000000000000e+00
5.596034584952870317e-01,1.032049735924861711e+00,0.000000000000000000e+00
-6.012198664628254363e-02,9.520838201865726713e-01,0.000000000000000000e+00
-9.948399432794547970e-01,2.139686403960582850e-01,0.000000000000000000e+00
4.663901063160686561e-02,1.178806849820457359e+00,0.000000000000000000e+00
9.881659132938505063e-01,-3.991521806954756446e-01,1.000000000000000000e+00
4.308197860140647872e-01,9.285060453129183600e-01,0.000000000000000000e+00
2.100046752735117206e+00,2.502077620722072959e-01,1.000000000000000000e+00
6.161731759983324341e-01,6.021899828238509444e-01,0.000000000000000000e+00
1.871228753005742762e+00,2.068738406904471056e-02,1.000000000000000000e+00
3.962488134826590291e-02,2.292831302315382347e-01,1.000000000000000000e+00
4.135841316056235173e-01,-3.597601634886684607e-01,1.000000000000000000e+00
-7.649605891616102493e-01,6.963524475071273256e-01,0.000000000000000000e+00
9.766465729192543854e-01,2.213877208499336335e-01,0.000000000000000000e+00
-6.619084412031694953e-01,7.727905498094825854e-01,0.000000000000000000e+00
1.455459259401633426e-02,3.768586194511983622e-01,1.000000000000000000e+00
-3.845712689997442257e-03,1.379220320350235673e-01,1.000000000000000000e+00
7.776908070697035047e-01,6.753671496690630827e-01,0.000000000000000000e+00
8.525343939364831147e-01,6.729044962114197892e-01,0.000000000000000000e+00
1.172521304619738691e+00,-6.058664324275867541e-01,1.000000000000000000e+00
1.465413453992579385e+00,-3.677378368246237428e-01,1.000000000000000000e+00
-2.947749484615522775e-01,9.828356182873072555e-01,0.000000000000000000e+00
8.206605889513493013e-01,5.447352292686972186e-01,0.000000000000000000e+00
9.112371542934564195e-01,4.114165542383671492e-01,0.000000000000000000e+00
-6.548277622660300112e-01,6.272129101975567611e-01,0.000000000000000000e+00
1.033581831410671781e-01,-1.468570335700060403e-01,1.000000000000000000e+00
1.795061660807451887e+00,4.771701903573027370e-01,1.000000000000000000e+00
1.146389879246578203e-01,9.421741687972493562e-01,0.000000000000000000e+00
-8.119971684639826215e-01,5.732883051789953166e-01,0.000000000000000000e+00
7.797572603192528540e-01,-3.815830131630936761e-01,1.000000000000000000e+00
7.202484468862966338e-01,6.803314775684713434e-01,0.000000000000000000e+00
2.512388889067330155e-01,-2.285012735624343261e-01,1.000000000000000000e+00
2.039559640985851852e-01,9.829112450403819368e-02,1.000000000000000000e+00
-8.485712487652571356e-01,1.651667227394018334e-01,0.000000000000000000e+00
3.838157448075111833e-01,-2.636013694359640724e-01,1.000000000000000000e+00
-2.534454883841355533e-02,-4.698294243206753429e-02,1.000000000000000000e+00
5.943702034044503479e-01,7.155794689681344023e-01,0.000000000000000000e+00
4.993365380430933032e-01,-3.424583719694136996e-01,1.000000000000000000e+00
-2.510906603900978779e-02,5.689906562546651614e-01,1.000000000000000000e+00
7.921395924231805497e-01,5.271917532451092514e-01,0.000000000000000000e+00
1.027916740118724193e-01,1.006655201234565311e+00,0.000000000000000000e+00
-4.656834144251180696e-01,9.850962191645067367e-01,0.000000000000000000e+00
3.636982522761847969e-01,-2.015796550087906869e-01,1.000000000000000000e+00
7.442714723643976127e-01,7.096280360773894458e-01,0.000000000000000000e+00
1.039496717874801135e+00,-5.692803437803662936e-01,1.000000000000000000e+00
1.963222266003505689e+00,1.443833910675017262e-01,1.000000000000000000e+00
-1.611866566809683210e-01,1.036783900103594114e+00,0.000000000000000000e+00
1.201236803757361526e+00,-6.366355699746234498e-01,1.000000000000000000e+00
-8.824036151062314426e-02,7.486744932807569697e-01,0.000000000000000000e+00
2.532529414098411147e-01,9.339663172556353365e-02,1.000000000000000000e+00
-7.551790445398299800e-01,5.422905478675793534e-01,0.000000000000000000e+00
1.332840377538165866e+00,-4.061435046452458453e-01,1.000000000000000000e+00
1.817953079449070364e+00,1.034565317096598491e-01,1.000000000000000000e+00
6.167842100811839201e-02,8.541341233667150146e-01,0.000000000000000000e+00
5.455263451238757666e-01,-3.625442340458914781e-01,1.000000000000000000e+00
5.323714622649916572e-01,9.410184425273492304e-01,0.000000000000000000e+00
-7.991837981385360168e-01,5.815903154552938270e-01,0.000000000000000000e+00
-6.892697217159187151e-01,2.017148388698188910e-01,0.000000000000000000e+00
-6.524841473688578475e-01,8.576549400310160554e-01,0.000000000000000000e+00
-1.029587834157925652e+00,-4.348316646563210597e-02,0.000000000000000000e+00
1.718881516780313534e+00,-3.616060429204769888e-01,1.000000000000000000e+00
2.503296822039255964e-01,-2.972298544163146095e-01,1.000000000000000000e+00
1.041659919175905502e+00,2.101553676290249251e-01,0.000000000000000000e+00
6.199512596949736665e-01,5.502027783987656351e-01,0.000000000000000000e+00
